position,score
282,41.759308
283,49.779152
284,50.623711
285,53.149620
286,82.877052
287,159.296692
288,76.852516
289,40.545956
290,55.802509
291,38.651150
292,75.684212
293,55.356571
294,67.397675
295,61.524227
296,64.051788
297,36.262424
298,66.525017
299,53.078350
300,78.078033
301,77.368042
302,54.633221
303,40.199268
304,89.913788
305,218.962463
306,75.440620
307,47.824890
308,48.973244
309,41.676010
310,72.281288
311,42.594833
312,108.108154
313,47.004910
314,40.449669
315,140.304352
316,72.983551
317,67.267052
318,63.316437
319,44.729164
320,65.404480
321,112.042374
322,61.263309
323,53.950439
324,45.362926
325,67.897209
326,75.588310
327,65.999474
328,62.184143
329,48.447407
330,40.964653
331,45.652023
332,59.140236
333,55.986172
334,69.235031
335,60.172962
336,69.543190
337,68.103851
338,83.033363
339,43.730766
340,55.343071
341,60.880493
342,36.993454
343,44.372196
344,62.476749
345,54.977066
346,56.405659
347,39.753494
348,33.698212
349,65.247520
350,67.337227
351,71.251411
352,124.082504
353,49.545956
354,44.630882
355,50.568695
356,33.614040
357,61.715919
358,45.713760
359,42.045086
360,47.550964
361,61.822987
362,50.264194
363,58.433590
364,52.426357
365,96.987274
366,80.507248
367,58.613464
368,39.135494
369,64.178490
370,178.751114
371,68.722084
372,66.066719
373,78.069077
374,65.839584
375,54.956100
376,51.110210
377,56.889725
378,40.429569
379,61.885242
380,140.077621
381,88.149750
382,83.150978
383,70.636124
384,53.700562
385,71.025002
386,108.151825
387,48.405445
388,81.565094
389,53.707253
390,61.090778
391,69.183296
392,76.179810
393,60.614235
394,73.915947
395,45.273167
396,40.023212
397,42.240204
398,60.665535
399,45.664402
400,106.970299
401,80.191513
402,45.018188
403,68.497650
404,44.757042
405,56.850857
406,71.081833
407,41.099472
408,43.423321
409,38.875160
410,61.399040
411,52.671307
412,55.327244
413,46.499557
414,68.668861
415,40.064579
416,57.740997
417,148.826569
418,65.644455
419,40.185993
420,59.357834
421,45.681568
422,53.545197
423,58.735332
424,47.521030
425,41.412853
426,47.904854
427,34.449238
428,53.264091
429,58.341488
430,62.486065
431,51.063423
432,34.947155
433,44.500107
434,80.993423
435,183.176178
436,74.047241
437,48.610699
438,57.273720
439,46.157784
440,71.395233
441,48.695721
442,82.678452
443,59.001499
444,41.532799
445,119.700401
446,62.723335
447,60.251080
448,59.253799
449,39.271030
450,62.002064
451,112.735962
452,66.851707
453,59.790668
454,50.902561
455,60.890648
456,65.831108
457,61.613152
458,48.996059
459,67.554771
460,66.120796
461,38.749638
462,53.796509
463,66.688614
464,49.866989
465,56.246529
466,105.576324
467,42.446690
468,75.682335
469,48.328362
470,51.517902
471,77.724518
472,31.095690
473,37.961533
474,45.905548
475,61.771320
476,53.629581
477,42.076370
478,35.758480
479,66.781822
480,46.307503
481,86.427612
482,115.035599
483,65.134262
484,36.358746
485,49.542065
486,40.525387
487,68.552399
488,57.274952
489,38.423000
490,36.304798
491,84.357224
492,34.402695
493,52.807396
494,57.854073
495,64.493629
496,57.704651
497,40.566658
498,27.923012
499,54.137131
500,137.455902
501,67.254181
502,56.622784
503,61.750191
504,43.112629
505,73.813515
506,33.808060
507,73.617966
508,53.608162
509,46.337036
510,105.323463
511,82.488686
512,112.368988
513,81.517563
514,41.586136
515,63.752880
516,117.698395
